Tool Name,Masterformat,Material Category,Material Subcategory,Category OpenEPD Name,Category L2,Category L3,Category L4,Country,Regions Applicable,Datapoint Type,Plant Admin District,Plant Admin District 2,Plant Name,Plant Address,Manufacturer,Category Declared Unit,Quantity Unit (EC3),Default Unit,Quantity Unit,Product Name,Product Description,Index,Expiry Date,Published Date,Image URL,Density (kg/m2),Density (kg/m3),Category Description,Category Mass per Declared Unit,Concrete Aggregate Size Unit,Concrete Air Entrainment,Concrete Compressive Strength Unit,Plant Type,Reviewer Name,Stored Carbon,Use Stored Carbon,Concrete Aggregate Size (mm),Concrete Compressive Strength,Concrete Slump (in),EC3 Uncertainty Factor (%),GWP Fossil + Biogenic (kgCO2e),GWP per Default Unit,AP per Default Unit,EP per Default Unit,SFP per Default Unit,ODP per Default Unit,NRE per Default Unit,GWPbio per Default Unit
EC3,05 12 00 Structural Steel Framing,Steel,Hollow Sections,Steel >> StructuralSteel >> HollowSections,StructuralSteel,HollowSections,,TR,TR,Product-Specific EPD,İstanbul,Kadıköy,ÇAYIROVA BORU SAN. VE TİC. A.Ş.,"Rasimpaşa, Rıhtım Cd. No:44 a s, 34716 Kadıköy/İstanbul, Türkiye",ÇAYIROVA BORU SAN. ve TİC. A.Ş.,1 t,,kg,kg,"S-P-06831 Square or Rectangular Hollow Sections/Construction Pipes, Bare","Having been operating in the iron, steel and pipe sector since 1950’s, Yücel Group has been providing service since then to the steel sector with its 7 incorporated companies, 7 manufacturing plants, a self-owned port and well-experienced and trained manpower. Yücel Group, keeping abreast of new developments in the world with the power and dynamic staff of its companies ranking among the “First 50” of the “ISO 500 – Turkey’s Largest Industrial Enterprises” index, plays a key role in the development of our country’s industry with its manufacturing in compliance with the international quality standards.
Established in 1978 in İstanbul Çayırova Locality, ÇAYIROVA BORU SAN. ve TİC. A.Ş. offers service in the steel pipe sector with an annual production capacity of 300.000 tons settled on an area of approximately 100.000 m2.
Çayırova manufactures and sales (ERW, from Ø17mm to Ø325 mm) of oil pipes, natural gas pipes, water pipes, boiler pipes, general purpose pipes and construction profiles by employing state-of-the-art technology and realizes foreign trade, custom clearance, management and administrative organization activities with its experienced and trained staff. It offers a wide product range with protective coating applications such as Galvanize Coating, Polyethylene/Polypropylene Coating, Internal Epoxy Coating, External FBE and Varnish. Having Quality and Production Management Systems certified by internationally reputable inspection bodies, Çayırova exports a significant part of its products to more than 30 countries and continues to contribute to Turkish industry and export. Adopting environment-friendly production methods with the responsibility assumed as being among leading companies of Turkish Pipe sector, Çayırova aims to carry the success acquired through being customer oriented and adopting innovative production understanding.",ec3eh59r,47006,45180,https://cqddatastore.blob.core.windows.net/cqd/images/77a55b3733a845e7805b84faaca1f022.png,,,"Hollow cross section steel shape, typically referred to as hollow structural section (HSS)",1000 kg,,,,Plant,,1780.6 kgCO2e,FALSE,,,,0.319,0.0224,1.803,,,,,,-1.7806
EC3,05 12 00 Structural Steel Framing,Steel,Hollow Sections,Steel >> StructuralSteel >> HollowSections,StructuralSteel,HollowSections,,TR,TR,Product-Specific EPD,İstanbul,Kadıköy,ÇAYIROVA BORU SAN. VE TİC. A.Ş.,"Rasimpaşa, Rıhtım Cd. No:44 a s, 34716 Kadıköy/İstanbul, Türkiye",ÇAYIROVA BORU SAN. ve TİC. A.Ş.,1 t,,kg,kg,"S-P-06832 Square or Rectangular Hollow Sections/Construction Pipes, Varnished","Having been operating in the iron, steel and pipe sector since 1950’s, Yücel Group has been providing service since then to the steel sector with its 7 incorporated companies, 7 manufacturing plants, a self-owned port and well-experienced and trained manpower. Yücel Group, keeping abreast of new developments in the world with the power and dynamic staff of its companies ranking among the “First 50” of the “ISO 500 – Turkey’s Largest Industrial Enterprises” index, plays a key role in the development of our country’s industry with its manufacturing in compliance with the international quality standards.
Established in 1978 in İstanbul Çayırova Locality, ÇAYIROVA BORU SAN. ve TİC. A.Ş. offers service in the steel pipe sector with an annual production capacity of 300.000 tons settled on an area of approximately 100.000 m2.
Çayırova manufactures and sales (ERW, from Ø17mm to Ø325 mm) of oil pipes, natural gas pipes, water pipes, boiler pipes, general purpose pipes and construction profiles by employing state-of-the-art technology and realizes foreign trade, custom clearance, management and administrative organization activities with its experienced and trained staff. It offers a wide product range with protective coating applications such as Galvanize Coating, Polyethylene/Polypropylene Coating, Internal Epoxy Coating, External FBE and Varnish. Having Quality and Production Management Systems certified by internationally reputable inspection bodies, Çayırova exports a significant part of its products to more than 30 countries and continues to contribute to Turkish industry and export. Adopting environment-friendly production methods with the responsibility assumed as being among leading companies of Turkish Pipe sector, Çayırova aims to carry the success acquired through being customer oriented and adopting innovative production understanding.",ec3gjygx,47006,45180,https://cqddatastore.blob.core.windows.net/cqd/images/43c19de67eb4443b82765c8b1fb78b26.png,,,"Hollow cross section steel shape, typically referred to as hollow structural section (HSS)",1000 kg,,,,Plant,,1831.2 kgCO2e,FALSE,,,,0.319,0.0228,1.854,,,,,,-1.8312
EC3,05 12 00 Structural Steel Framing,Steel,Hollow Sections,Steel >> StructuralSteel >> HollowSections,StructuralSteel,HollowSections,,TR,TR,Product-Specific EPD,İstanbul,Kadıköy,ÇAYIROVA BORU SAN. VE TİC. A.Ş.,"Rasimpaşa, Rıhtım Cd. No:44 a s, 34716 Kadıköy/İstanbul, Türkiye",ÇAYIROVA BORU SAN. ve TİC. A.Ş.,1 t,,kg,kg,"S-P-06833 Square or Rectangular Hollow Sections/Construction Pipes, Galvanised","Having been operating in the iron, steel and pipe sector since 1950’s, Yücel Group has been providing service since then to the steel sector with its 7 incorporated companies, 7 manufacturing plants, a self-owned port and well-experienced and trained manpower. Yücel Group, keeping abreast of new developments in the world with the power and dynamic staff of its companies ranking among the “First 50” of the “ISO 500 – Turkey’s Largest Industrial Enterprises” index, plays a key role in the development of our country’s industry with its manufacturing in compliance with the international quality standards.
Established in 1978 in İstanbul Çayırova Locality, ÇAYIROVA BORU SAN. ve TİC. A.Ş. offers service in the steel pipe sector with an annual production capacity of 300.000 tons settled on an area of approximately 100.000 m2.
Çayırova manufactures and sales (ERW, from Ø17mm to Ø325 mm) of oil pipes, natural gas pipes, water pipes, boiler pipes, general purpose pipes and construction profiles by employing state-of-the-art technology and realizes foreign trade, custom clearance, management and administrative organization activities with its experienced and trained staff. It offers a wide product range with protective coating applications such as Galvanize Coating, Polyethylene/Polypropylene Coating, Internal Epoxy Coating, External FBE and Varnish. Having Quality and Production Management Systems certified by internationally reputable inspection bodies, Çayırova exports a significant part of its products to more than 30 countries and continues to contribute to Turkish industry and export. Adopting environment-friendly production methods with the responsibility assumed as being among leading companies of Turkish Pipe sector, Çayırova aims to carry the success acquired through being customer oriented and adopting innovative production understanding.",ec3j27xd,47020,45180,https://cqddatastore.blob.core.windows.net/cqd/images/1b162ec2dd1c48e182852d052c203c29.png,,,"Hollow cross section steel shape, typically referred to as hollow structural section (HSS)",1000 kg,,,,Plant,,,FALSE,,,,0.319,2.076,2.076,,,,,,
EC3,05 12 00 Structural Steel Framing,Steel,Hollow Sections,Steel >> StructuralSteel >> HollowSections,StructuralSteel,HollowSections,,TR,TR,Product-Specific EPD,Kocaeli,Çayırova,YÜCEL BORU VE PROFİL ENDÜSTRİSİ A.Ş.,"Çayırova/Kocaeli, Türkiye",Yücel Boru,1 t,,kg,kg,"S-P-08706 Circular Hollow Sections/Construction Pipes, Bare","YÜCEL BORU VE PROFİL ENDÜSTRİSİ A.Ş. commenced production in 1969 in Çayırova, Kocaeli, which is now maintained at its facilities in Gebze/Kocaeli, Çayırova/Kocaeli, Osmaniye/Adana and Yeşilköy/Hatay, with an annual production capacity of 1.250.000 tons settled on an area of approximately 170.000 m2.
Not ever having suspended its investments with the awareness and responsibility of being an industry-leading business corporation, Yücel Boru has widened its range of production with the facility of Precision Tubes that puts into operation in May 2020 in Çayırova Organized Industrial Zone (OSB), Kocaeli. In addition to current industrial tubes, the product range of Yücel Boru includes square/rectangular section profiles, steel structural profiles and steel service center products. Yücel Boru has been offering products to both domestic and international markets with a sense of reliable production in compliance with international standards.
Yücel Boru manufactures and sells industrial pipes, general purpose pipes and construction profiles (ERW, Pipe from Ø8 mm to Ø219.1 mm, Profile from 10x10 mm to 175x175 mm) realizes foreign trade, provides customs clearance services, and carries out management and administrative organization activities. Yücel Boru whose Quality and Production Management Systems are certified by internationally respected audit institutions, continues to contribute to Turkish industry and exports a significant part of its products to more than 30 countries. Adopting environmentally friendly production methods with the responsibility of being among the leading companies of the Turkish pipe/ profile sector, Yücel Boru aims to carry its success further by adopting a customer-oriented and innovative production approach.
Having been maintaining its rank for many years among the ""First 50"" of Turkey’s Largest Industrial Enterprises, Yücel Boru and Yücel Group companies are increasingly consolidating their position as the leading producers in Turkey with their ",ec32jzd1,47006,45180,https://cqddatastore.blob.core.windows.net/cqd/images/92f942b715fe49259212f72aab0f2acb.png,,,"Hollow cross section steel shape, typically referred to as hollow structural section (HSS)",1000 kg,,,,Plant,,2531 kgCO2e,FALSE,,,,0.319,-0.212,2.319,,,,,,-2.531
EC3,05 12 00 Structural Steel Framing,Steel,Hollow Sections,Steel >> StructuralSteel >> HollowSections,StructuralSteel,HollowSections,,TR,TR,Product-Specific EPD,Kocaeli,Çayırova,YÜCEL BORU VE PROFİL ENDÜSTRİSİ A.Ş.,"Çayırova/Kocaeli, Türkiye",Yücel Boru,1 t,,kg,kg,"S-P-08711 Square or Rectangular Hollow Sections/Construction Pipes , Galvanised","YÜCEL BORU VE PROFİL ENDÜSTRİSİ A.Ş. commenced production in 1969 in Çayırova, Kocaeli, which is now maintained at its facilities in Gebze/Kocaeli, Çayırova/Kocaeli, Osmaniye/Adana and Yeşilköy/Hatay, with an annual production capacity of 1.250.000 tons settled on an area of approximately 170.000 m2.
Not ever having suspended its investments with the awareness and responsibility of being an industry-leading business corporation, Yücel Boru has widened its range of production with the facility of Precision Tubes that puts into operation in May 2020 in Çayırova Organized Industrial Zone (OSB), Kocaeli. In addition to current industrial tubes, the product range of Yücel Boru includes square/rectangular section profiles, steel structural profiles and steel service center products. Yücel Boru has been offering products to both domestic and international markets with a sense of reliable production in compliance with international standards.
Yücel Boru manufactures and sells industrial pipes, general purpose pipes and construction profiles (ERW, Pipe from Ø8 mm to Ø219.1 mm, Profile from 10x10 mm to 175x175 mm) realizes foreign trade, provides customs clearance services, and carries out management and administrative organization activities. Yücel Boru whose Quality and Production Management Systems are certified by internationally respected audit institutions, continues to contribute to Turkish industry and exports a significant part of its products to more than 30 countries. Adopting environmentally friendly production methods with the responsibility of being among the leading companies of the Turkish pipe/ profile sector, Yücel Boru aims to carry its success further by adopting a customer-oriented and innovative production approach.
Having been maintaining its rank for many years among the ""First 50"" of Turkey’s Largest Industrial Enterprises, Yücel Boru and Yücel Group companies are increasingly consolidating their position as the leading producers in Turkey with their ",ec3kuj19,47006,45180,https://cqddatastore.blob.core.windows.net/cqd/images/6ce03ff79279454897678703179cbebc.png,,,"Hollow cross section steel shape, typically referred to as hollow structural section (HSS)",1000 kg,,,,Plant,,2520 kgCO2e,FALSE,,,,0.319,-0.214,2.306,,,,,,-2.52
EC3,05 12 00 Structural Steel Framing,Steel,Hollow Sections,Steel >> StructuralSteel >> HollowSections,StructuralSteel,HollowSections,,US,US,Product-Specific EPD,AL,Jefferson County,"Birmingham, AL","171 Cleage Dr, Birmingham, AL 35217, USA",Atlas Tube,1 t,,kg,kg,Fabricated HSS,"Steel tubes covered by this product declaration are classified as either Hollow Structural Sections (HSS) or mechanical tubing. They are produced by the single seam Electric Resistance Welded (ERW) process in round, square and rectangular shapes. These products can be used in any welded or bolted construction and in various manufactured products.",ec3ywuq6,46468,44642,https://cqddatastore.blob.core.windows.net/cqd/images/642a314917f54504a3f4e94a44d52a21.png,,,"Hollow cross section steel shape, typically referred to as hollow structural section (HSS)",1000 kg,,,,Plant,,,FALSE,,,,0.073,1.85,1.85,,,,,,
EC3,05 12 00 Structural Steel Framing,Steel,Hollow Sections,Steel >> StructuralSteel >> HollowSections,StructuralSteel,HollowSections,,US,US,Product-Specific EPD,AL,Jefferson County,"Birmingham, AL","171 Cleage Dr, Birmingham, AL 35217, USA",Atlas Tube,1 t,,kg,kg,Unfabricated HSS,"Steel tubes covered by this product declaration are classified as either Hollow Structural Sections (HSS) or mechanical tubing. They are produced by the single seam Electric Resistance Welded (ERW) process in round, square and rectangular shapes. These products can be used in any welded or bolted construction and in various manufactured products.",ec3qbej6,46468,44642,https://cqddatastore.blob.core.windows.net/cqd/images/642a314917f54504a3f4e94a44d52a21.png,,,"Hollow cross section steel shape, typically referred to as hollow structural section (HSS)",1000 kg,,,,Plant,,,FALSE,,,,0.073,1.58,1.58,,,,,,
EC3,05 12 00 Structural Steel Framing,Steel,Hollow Sections,Steel >> StructuralSteel >> HollowSections,StructuralSteel,HollowSections,,US,US,Product-Specific EPD,AL,Jefferson County,"Birmingham, AL","3525 Richard Arrington Jr Blvd N, Birmingham, AL 35222, USA",Nucor,1 t,,kg,kg,Fabricated Steel Hollow Structural Sections,"Steel tubes covered under this declaration represent hollow structural sections, mechanical tube, sprinkler pipe, and
solar torque tube. These products are used in building, bridge and industrial applications.",ec3pdhmu,46113,44287,https://cqddatastore.blob.core.windows.net/cqd/images/75e5adbc14664658846af94550d8446b.png,,,"Hollow cross section steel shape, typically referred to as hollow structural section (HSS)",1000 kg,,,,Plant,,,FALSE,,,,0.073,1.807790032,1.807790032,,,,,,
EC3,05 12 00 Structural Steel Framing,Steel,Hollow Sections,Steel >> StructuralSteel >> HollowSections,StructuralSteel,HollowSections,,US,US,Product-Specific EPD,AL,Jefferson County,"Birmingham, AL","3525 Richard Arrington Jr Blvd N, Birmingham, AL 35222, USA",Nucor,1 t,,kg,kg,Unfabricated Steel Hollow Structural Sections,"Steel tubes covered under this declaration represent hollow structural sections, mechanical tube, sprinkler pipe, and solar torque tube. These products are used in building, bridge and industrial applications.",ec3y0jpq,46113,44287,https://cqddatastore.blob.core.windows.net/cqd/images/75e5adbc14664658846af94550d8446b.png,,,"Hollow cross section steel shape, typically referred to as hollow structural section (HSS)",1000 kg,,,,Plant,,,FALSE,,,,0.073,1.543235393,1.543235393,,,,,,
EC3,05 12 00 Structural Steel Framing,Steel,Hollow Sections,Steel >> StructuralSteel >> HollowSections,StructuralSteel,HollowSections,,US,US,Product-Specific EPD,AL,Lawrence County,"Trinity, AL","2000 Cooperage Way, Trinity, AL 35673, USA",Nucor,1 t,,kg,kg,Fabricated Steel Hollow Structural Sections,"Steel tubes covered under this declaration represent hollow structural sections, mechanical tube, sprinkler pipe, and solar torque tube. These products are used in building, bridge and industrial applications.",ec3mw25d,46113,44287,https://cqddatastore.blob.core.windows.net/cqd/images/75e5adbc14664658846af94550d8446b.png,,,"Hollow cross section steel shape, typically referred to as hollow structural section (HSS)",1000 kg,,,,Plant,,,FALSE,,,,0.073,1.851882472,1.851882472,,,,,,
EC3,05 12 00 Structural Steel Framing,Steel,Hollow Sections,Steel >> StructuralSteel >> HollowSections,StructuralSteel,HollowSections,,US,US,Product-Specific EPD,AL,Morgan,Nucor Steel - Decatur - Sheet Mill,"Iverson Boulevard, Trinity, AL 35673",Nucor,1 t,,kg,kg,Fabricated Steel Hollow Structural Sections,"Steel tubes covered under this declaration represent hollow structural sections, mechanical tube, sprinkler pipe, and solar torque tube. These products are used in building, bridge and industrial applications.",ec3ebamy,46113,44287,https://cqddatastore.blob.core.windows.net/cqd/images/75e5adbc14664658846af94550d8446b.png,,,"Hollow cross section steel shape, typically referred to as hollow structural section (HSS)",1000 kg,,,,Plant,,,FALSE,,,,0.073,1.862905582,1.862905582,,,,,,
EC3,05 12 00 Structural Steel Framing,Steel,Hollow Sections,Steel >> StructuralSteel >> HollowSections,StructuralSteel,HollowSections,,US,US,Product-Specific EPD,AL,Morgan,Nucor Steel - Decatur - Sheet Mill,"Iverson Boulevard, Trinity, AL 35673",Nucor,1 t,,kg,kg,Unfabricated Steel Hollow Structural Sections,"Steel tubes covered under this declaration represent hollow structural sections, mechanical tube, sprinkler pipe, and solar torque tube. These products are used in building, bridge and industrial applications.",ec3guhzu,46113,44287,https://cqddatastore.blob.core.windows.net/cqd/images/75e5adbc14664658846af94550d8446b.png,,,"Hollow cross section steel shape, typically referred to as hollow structural section (HSS)",1000 kg,,,,Plant,,,FALSE,,,,0.073,1.587327833,1.587327833,,,,,,
EC3,05 12 00 Structural Steel Framing,Steel,Hollow Sections,Steel >> StructuralSteel >> HollowSections,StructuralSteel,HollowSections,,US,US,Product-Specific EPD,AR,Mississippi County,"Blytheville, AR","5661 E State Hwy 137, Blytheville, AR 72315, USA",Atlas Tube,1 t,,kg,kg,Fabricated HSS,"Steel tubes covered by this product declaration are classified as either Hollow Structural Sections (HSS) or mechanical tubing. They are produced by the single seam Electric Resistance Welded (ERW) process in round, square and rectangular shapes. These products can be used in any welded or bolted construction and in various manufactured products.",ec33pas9,46468,44642,https://cqddatastore.blob.core.windows.net/cqd/images/642a314917f54504a3f4e94a44d52a21.png,,,"Hollow cross section steel shape, typically referred to as hollow structural section (HSS)",1000 kg,,,,Plant,,,FALSE,,,,0.073,1.92,1.92,,,,,,
EC3,05 12 00 Structural Steel Framing,Steel,Hollow Sections,Steel >> StructuralSteel >> HollowSections,StructuralSteel,HollowSections,,US,US,Product-Specific EPD,AR,Mississippi County,"Blytheville, AR","5661 E State Hwy 137, Blytheville, AR 72315, USA",Atlas Tube,1 t,,kg,kg,Unfabricated HSS,"Steel tubes covered by this product declaration are classified as either Hollow Structural Sections (HSS) or mechanical tubing. They are produced by the single seam Electric Resistance Welded (ERW) process in round, square and rectangular shapes. These products can be used in any welded or bolted construction and in various manufactured products.",ec3828ey,46468,44642,https://cqddatastore.blob.core.windows.net/cqd/images/642a314917f54504a3f4e94a44d52a21.png,,,"Hollow cross section steel shape, typically referred to as hollow structural section (HSS)",1000 kg,,,,Plant,,,FALSE,,,,0.073,1.65,1.65,,,,,,
EC3,05 12 00 Structural Steel Framing,Steel,Hollow Sections,Steel >> StructuralSteel >> HollowSections,StructuralSteel,HollowSections,,US,US,Product-Specific EPD,AZ,Pinal County,"Casa Grande, AZ","1001 N Jefferson Ave, Casa Grande, AZ 85122, USA",Bull Moose Tube,1 t,,kg,kg,Steel Pipe and Tube,"Steel Tubes covered under this declaration represent hollow structural sections, mechanical tube, and sprinkler pipe.  These products can have circular, square, or rectangular cross sections, and are widely used in building, bridge and industrial projects. Bull Moose Tube produces tube in the range of 0.50” to 12”, with wall thickness of 0.0359” to 0.625”. Bull Moose Tube produces Pipe from 1” NPS to 4” NPS. The engineered wall thickness of Bull Moose pipe is Schedule 10 and Schedule 40.",ec36bkfk,46334,44509,https://cqddatastore.blob.core.windows.net/cqd/images/cbb8aebe21ad4b569f5646cc367096f1.png,,,"Hollow cross section steel shape, typically referred to as hollow structural section (HSS)",1000 kg,,,,Plant,,,FALSE,,,,0.073,2.09,2.09,,,,,,
EC3,05 12 00 Structural Steel Framing,Steel,Hollow Sections,Steel >> StructuralSteel >> HollowSections,StructuralSteel,HollowSections,,US,US,Product-Specific EPD,AZ,Pinal County,"Casa Grande, AZ","1001 N Jefferson Ave, Casa Grande, AZ 85122, USA",Bull Moose Tube,1 t,,kg,kg,Steel Pipe and Tube (Mill product),"Steel Tubes covered under this declaration represent hollow structural sections, mechanical tube, and sprinkler pipe.  These products can have circular, square, or rectangular cross sections, and are widely used in building, bridge and industrial projects. Bull Moose Tube produces tube in the range of 0.50” to 12”, with wall thickness of 0.0359” to 0.625”. Bull Moose Tube produces Pipe from 1” NPS to 4” NPS. The engineered wall thickness of Bull Moose pipe is Schedule 10 and Schedule 40.",ec3as1zq,46334,44509,https://cqddatastore.blob.core.windows.net/cqd/images/cbb8aebe21ad4b569f5646cc367096f1.png,,,"Hollow cross section steel shape, typically referred to as hollow structural section (HSS)",1000 kg,,,,Plant,,,FALSE,,,,0.177,1.53,1.53,,,,,,
EC3,05 12 00 Structural Steel Framing,Steel,Hollow Sections,Steel >> StructuralSteel >> HollowSections,StructuralSteel,HollowSections,,US,US,Product-Specific EPD,CA,Los Angeles County,"Santa Fe Springs, CA","11529 Greenstone Ave, Santa Fe Springs, CA 90670, USA",Maruichi American Corporation,1 t,,kg,kg,Fabricated Hollow Structural Sections,"MAC manufactures Hollow Structural Sections (HSS) in square and rectangular shapes for a wide variety of applications. HSS is ideal for use as structural support for buildings, bridges, highways, and for an extensive range of applications in industrial, construction, transport, and agricultural equipment.",ec3gj7y8,46421,44595,https://cqddatastore.blob.core.windows.net/cqd/images/88c6b24433ce4ed0bb4954527cdb70f3.png,-,-,"Hollow cross section steel shape, typically referred to as hollow structural section (HSS)",1000 kg,,,,Plant,,,FALSE,,,,0.073,2.0513,2.0513,,,,,,
EC3,05 12 00 Structural Steel Framing,Steel,Hollow Sections,Steel >> StructuralSteel >> HollowSections,StructuralSteel,HollowSections,,US,US,Product-Specific EPD,CA,Los Angeles County,"Santa Fe Springs, CA","11529 Greenstone Ave, Santa Fe Springs, CA 90670, USA",Maruichi American Corporation,1 t,,kg,kg,Fabricated Hollow Structural Sections,"MAC manufactures Hollow Structural Sections (HSS) in square and rectangular shapes for a wide variety of applications. HSS is ideal for use as structural support for buildings, bridges, highways, and for an extensive range of applications in industrial, construction, transport, and agricultural equipment.",ec3mhum5,46421,44595,https://cqddatastore.blob.core.windows.net/cqd/images/88c6b24433ce4ed0bb4954527cdb70f3.png,-,-,"Hollow cross section steel shape, typically referred to as hollow structural section (HSS)",1000 kg,,,,Plant,,,FALSE,,,,0.073,2.05,2.05,,,,,,
EC3,05 12 00 Structural Steel Framing,Steel,Hollow Sections,Steel >> StructuralSteel >> HollowSections,StructuralSteel,HollowSections,,US,US,Product-Specific EPD,CA,Los Angeles County,Vernon,"6023 Alcoa Ave, Vernon, CA 90058, USA","Vest, Inc.",1 t,,kg,kg,Fabricated hollow structural steel sections,"Steel tubes covered under this declaration represents HSS, Structural Pipe, Ornamental Shapes and Mechanical
Rounds.",ec3akg4q,46569,44743,https://cqddatastore.blob.core.windows.net/cqd/images/969751f6644c4c478f942a15ef6bbcd1.png,,,"Hollow cross section steel shape, typically referred to as hollow structural section (HSS)",1000 kg,,,,Plant,,,FALSE,,,,0.068,1.75708,1.75708,,,,,,
EC3,05 12 00 Structural Steel Framing,Steel,Hollow Sections,Steel >> StructuralSteel >> HollowSections,StructuralSteel,HollowSections,,US,US,Product-Specific EPD,CA,San Bernardino County,Rancho Cucamonga,"8901 Arrow Route, Rancho Cucamonga, CA 91730, USA",Searing Industries,1 t,,kg,kg,Fabricated hollow structural steel sections,"Product Specification
Steel tubes covered under this declaration represent hollow structural sections, structural pipe, pipe piling, ornamental
squares and rectangles, and mechanical rounds and speciality ovals. These products are used in agriculture, solar,
fitness equipment, racking, fencing, construction, automotive and furniture applications.
Products produced by Searing Industries are defined by the following ASTM standards.
    •   ASTM A252 | Standard Specification for Welded and Seamless Steel Pipe Piles
    •   ASTM A500 | Standard Specification for Cold-Formed Welded and Seamless Carbon Steel Structural Tubing
        in Rounds and Shapes
    •   ASTM A513 | Standard Specification for Electric-Resistance-Welded Carbon and Alloy Steel Mechanical
        Tubing
    •   ASTM A1085 | Standard Specification for Cold-Formed Welded Carbon Steel Hollow Structural Sections
        (HSS)",ec3hdr19,46468,44642,https://cqddatastore.blob.core.windows.net/cqd/images/5866f7ae95ea477489c62dc90947da66.png,,,"Hollow cross section steel shape, typically referred to as hollow structural section (HSS)",1000 kg,,,,Plant,,,FALSE,,,,0.073,1.96,1.96,,,,,,
EC3,05 12 00 Structural Steel Framing,Steel,Hollow Sections,Steel >> StructuralSteel >> HollowSections,StructuralSteel,HollowSections,,US,US,Product-Specific EPD,CA,San Bernardino County,Rancho Cucamonga,"8901 Arrow Route, Rancho Cucamonga, CA 91730, USA",Searing Industries,1 t,,kg,kg,Unfabricated hollow structural steel sections,"Product Specification
Steel tubes covered under this declaration represent hollow structural sections, structural pipe, pipe piling, ornamental
squares and rectangles, and mechanical rounds and speciality ovals. These products are used in agriculture, solar,
fitness equipment, racking, fencing, construction, automotive and furniture applications.
Products produced by Searing Industries are defined by the following ASTM standards.
    •   ASTM A252 | Standard Specification for Welded and Seamless Steel Pipe Piles
    •   ASTM A500 | Standard Specification for Cold-Formed Welded and Seamless Carbon Steel Structural Tubing
        in Rounds and Shapes
    •   ASTM A513 | Standard Specification for Electric-Resistance-Welded Carbon and Alloy Steel Mechanical
        Tubing
    •   ASTM A1085 | Standard Specification for Cold-Formed Welded Carbon Steel Hollow Structural Sections
        (HSS)",ec3b7yss,46468,44642,https://cqddatastore.blob.core.windows.net/cqd/images/5866f7ae95ea477489c62dc90947da66.png,,,"Hollow cross section steel shape, typically referred to as hollow structural section (HSS)",1000 kg,,,,Plant,,,FALSE,,,,0.073,1.69,1.69,,,,,,
EC3,05 12 00 Structural Steel Framing,Steel,Hollow Sections,Steel >> StructuralSteel >> HollowSections,StructuralSteel,HollowSections,,US,US,Product-Specific EPD,GA,Dade County,"Trenton, GA","195 N Industrial Blvd, Trenton, GA 30752, USA",Bull Moose Tube,1 t,,kg,kg,Steel Pipe and Tube,"Steel Tubes covered under this declaration represent hollow structural sections, mechanical tube, and sprinkler pipe.  These products can have circular, square, or rectangular cross sections, and are widely used in building, bridge and industrial projects. Bull Moose Tube produces tube in the range of 0.50” to 12”, with wall thickness of 0.0359” to 0.625”. Bull Moose Tube produces Pipe from 1” NPS to 4” NPS. The engineered wall thickness of Bull Moose pipe is Schedule 10 and Schedule 40.",ec35j8uy,46023,44197,https://cqddatastore.blob.core.windows.net/cqd/images/cbb8aebe21ad4b569f5646cc367096f1.png,,,"Hollow cross section steel shape, typically referred to as hollow structural section (HSS)",1000 kg,,,,Plant,,,FALSE,,,,0.073,1.73,1.73,,,,,,
EC3,05 12 00 Structural Steel Framing,Steel,Hollow Sections,Steel >> StructuralSteel >> HollowSections,StructuralSteel,HollowSections,,US,US,Product-Specific EPD,GA,Dade County,"Trenton, GA","195 N Industrial Blvd, Trenton, GA 30752, USA",Bull Moose Tube,1 t,,kg,kg,Steel Pipe and Tube (Mill product),"Steel Tubes covered under this declaration represent hollow structural sections, mechanical tube, and sprinkler pipe.  These products can have circular, square, or rectangular cross sections, and are widely used in building, bridge and industrial projects. Bull Moose Tube produces tube in the range of 0.50” to 12”, with wall thickness of 0.0359” to 0.625”. Bull Moose Tube produces Pipe from 1” NPS to 4” NPS. The engineered wall thickness of Bull Moose pipe is Schedule 10 and Schedule 40.",ec39gpem,46334,44509,https://cqddatastore.blob.core.windows.net/cqd/images/cbb8aebe21ad4b569f5646cc367096f1.png,,,"Hollow cross section steel shape, typically referred to as hollow structural section (HSS)",1000 kg,,,,Plant,,,FALSE,,,,0.177,1.53,1.53,,,,,,
EC3,05 12 00 Structural Steel Framing,Steel,Hollow Sections,Steel >> StructuralSteel >> HollowSections,StructuralSteel,HollowSections,,US,US,Product-Specific EPD,IL,Cook County,"Chicago Heights, IL","555 E 16th St, Chicago Heights, IL 60411, USA",Bull Moose Tube,1 t,,kg,kg,Steel Pipe and Tube,"Steel Tubes covered under this declaration represent hollow structural sections, mechanical tube, and sprinkler pipe.  These products can have circular, square, or rectangular cross sections, and are widely used in building, bridge and industrial projects. Bull Moose Tube produces tube in the range of 0.50” to 12”, with wall thickness of 0.0359” to 0.625”. Bull Moose Tube produces Pipe from 1” NPS to 4” NPS. The engineered wall thickness of Bull Moose pipe is Schedule 10 and Schedule 40.",ec30fyyq,46334,44509,https://cqddatastore.blob.core.windows.net/cqd/images/cbb8aebe21ad4b569f5646cc367096f1.png,,,"Hollow cross section steel shape, typically referred to as hollow structural section (HSS)",1000 kg,,,,Plant,,,FALSE,,,,0.073,1.68,1.68,,,,,,
